Student_ID,Date,Subject,Attendance_Status
S00009,26/04/2024,Arabic,Left Early
S00009,22/07/2024,Arabic,Present
S00010,15/10/2024,Arabic,Absent
S00010,12/10/2024,Arabic,Absnt
S00010,12/09/2024,Arabic,Present
S00010,29/05/2024,Arabic,Present
S00010,09/02/2025,Arabic,Late
S00011,14/10/2024,Arabic,Absnt
S00011,20/05/2024,Arabic,Excused
S00011,07/07/2024,Arabic,Present
S00011,16/02/2025,Arabic,Excused
S00011,13/01/2025,Arabic,Excused
S00011,07/02/2025,Arabic,Present
S00011,10/07/2024,Arabic,Late
S00011,23/07/2024,Arabic,Late
S00011,18/08/2024,Arabic,Left Early
S00011,30/09/2024,Arabic,Left Early
S00012,07/06/2024,Arabic,Late
S00012,24/09/2024,Arabic,Present
S00013,23/04/2024,Arabic,Present
S00013,30/10/2024,Arabic,Late
S00014,10/10/2024,Arabic,Left Early
S00014,17/06/2024,Arabic,Excused
S00014,08/05/2024,Arabic,Late
S00014,22/04/2024,Arabic,Present
S00014,31/10/2024,Arabic,Present
S00014,24/06/2024,Arabic,Present
S00014,27/05/2024,Arabic,Absnt
S00015,21/10/2024,Arabic,Late
S00015,26/09/2024,Arabic,Absent
S00015,22/08/2024,Arabic,Absnt
S00015,06/08/2024,Arabic,Left Early
S00016,17/03/2024,Arabic,Left Early
S00016,08/10/2024,Arabic,Present
S00016,01/07/2024,Arabic,Left Early
S00016,29/12/2024,Arabic,Absnt
S00016,08/08/2024,Arabic,Present
S00016,06/06/2024,Arabic,Present
S00016,30/07/2024,Arabic,Left Early
S00016,16/05/2024,Arabic,Present
S00016,07/11/2024,Arabic,Late
S00016,22/10/2024,Arabic,Absnt
S00016,14/02/2025,Arabic,Left Early
S00017,29/06/2024,Arabic,Present
S00017,29/03/2024,Arabic,Absent
S00017,01/07/2024,Arabic,Late
S00017,04/04/2024,Arabic,Absnt
S00018,15/07/2024,Arabic,Present
S00018,21/01/2025,Arabic,Absent
S00019,28/11/2024,Arabic,Present
S00019,30/04/2024,Arabic,Present
S00019,20/12/2024,Arabic,Excused
S00019,20/07/2024,Arabic,Present
S00019,18/11/2024,Arabic,Absnt
S00019,18/10/2024,Arabic,Excused
S00019,02/12/2024,Arabic,Absent
S00020,08/05/2024,Arabic,Absnt
S00020,27/12/2024,Arabic,Left Early
S00020,28/05/2024,Arabic,Late
S00020,07/09/2024,Arabic,Late
S00020,19/08/2024,Arabic,Excused
S00021,16/05/2024,Arabic,Present
S00021,20/01/2025,Arabic,Left Early
S00022,06/02/2025,Arabic,Left Early
S00022,28/10/2024,Arabic,Excused
S00022,16/10/2024,Arabic,Present
S00022,11/06/2024,Arabic,Present
S00022,31/03/2024,Arabic,Present
S00022,01/04/2024,Arabic,Excused
S00023,10/02/2025,Arabic,Absent
S00023,25/01/2025,Arabic,Excused
S00023,17/12/2024,Arabic,Absent
S00023,06/10/2024,Arabic,Absnt
S00023,20/07/2024,Arabic,Present
S00024,27/10/2024,Arabic,Excused
S00024,28/04/2024,Arabic,Left Early
S00024,10/04/2024,Arabic,Absent
S00024,11/06/2024,Arabic,Excused
S00024,18/08/2024,Arabic,Late
S00025,31/08/2024,Arabic,Late
S00025,12/05/2024,Arabic,Absent
S00025,27/03/2024,Arabic,Excused
S00025,11/12/2024,Arabic,Absent
S00025,21/11/2024,Arabic,Present
S00026,12/10/2024,Arabic,Late
S00026,05/07/2024,Arabic,Absent
S00026,28/11/2024,Arabic,Excused
S00026,04/05/2024,Arabic,Absnt
S00026,11/05/2024,Arabic,Absnt
S00026,02/03/2025,Arabic,Absnt
S00026,22/12/2024,Arabic,Late
S00026,28/06/2024,Arabic,Absent
S00026,21/06/2024,Arabic,Present
S00027,17/07/2024,Arabic,Present
S00027,06/11/2024,Arabic,Present
S00027,15/11/2024,Arabic,Present
S00027,11/05/2024,Arabic,Absnt
S00027,06/11/2024,Arabic,Left Early
S00028,27/09/2024,Arabic,Absnt
S00028,12/12/2024,Arabic,Absent
S00028,11/02/2025,Arabic,Excused
S00028,25/10/2024,Arabic,Late
S00029,30/06/2024,Arabic,Present
S00029,15/04/2024,Arabic,Absent
S00029,06/08/2024,Arabic,Left Early
S00029,06/10/2024,Arabic,Present
S00029,15/06/2024,Arabic,Absent
S00029,16/09/2024,Arabic,Left Early
S00029,23/05/2024,Arabic,Late
S00030,02/01/2025,Arabic,Late
S00030,06/05/2024,Arabic,Excused
S00030,15/05/2024,Arabic,Left Early
S00030,31/01/2025,Arabic,Late
S00030,07/04/2024,Arabic,Excused
S00030,16/08/2024,Arabic,Present
S00030,24/06/2024,Arabic,Absent
S00030,10/03/2024,Arabic,Present
S00031,25/11/2024,Arabic,Absnt
S00031,25/09/2024,Arabic,Late
S00031,28/11/2024,Arabic,Late
S00032,11/03/2024,Arabic,Absnt
S00032,29/11/2024,Arabic,Late
S00032,23/12/2024,Arabic,Excused
S00032,24/12/2024,Arabic,Left Early
S00032,30/05/2024,Arabic,Excused
S00032,22/01/2025,Arabic,Present
S00032,14/05/2024,Arabic,Absnt
S00032,23/11/2024,Arabic,Late
S00032,20/04/2024,Arabic,Absnt
S00032,12/04/2024,Arabic,Absnt
S00032,30/11/2024,Arabic,Late
S00033,12/10/2024,Arabic,Absent
S00033,30/11/2024,Arabic,Left Early
S00033,17/01/2025,Arabic,Present
S00033,10/09/2024,Arabic,Absnt
S00033,24/04/2024,Arabic,Late
S00034,04/08/2024,Arabic,Absnt
S00034,10/06/2024,Arabic,Absent
S00034,27/12/2024,Arabic,Present
S00034,29/03/2024,Arabic,Absent
S00034,03/10/2024,Arabic,Left Early
S00035,14/08/2024,Arabic,Excused
S00035,29/06/2024,Arabic,Present
S00035,29/06/2024,Arabic,Present
S00035,24/05/2024,Arabic,Excused
S00036,09/02/2025,Arabic,Late
S00036,04/11/2024,Arabic,Absent
S00036,27/04/2024,Arabic,Excused
S00036,14/10/2024,Arabic,Absnt
S00036,15/05/2024,Arabic,Late
S00036,12/02/2025,Arabic,Absnt
S00037,20/10/2024,Arabic,Present
S00037,01/02/2025,Arabic,Late
S00037,14/08/2024,Arabic,Left Early
S00037,27/11/2024,Arabic,Late
S00037,03/05/2024,Arabic,Present
S00038,17/11/2024,Arabic,Excused
S00038,15/01/2025,Arabic,Excused
S00038,28/06/2024,Arabic,Absent
S00039,02/10/2024,Arabic,Late
S00039,09/07/2024,Arabic,Present
S00039,24/03/2024,Arabic,Present
S00039,20/11/2024,Arabic,Present
S00039,07/09/2024,Arabic,Absnt
S00039,08/01/2025,Arabic,Excused
S00039,15/05/2024,Arabic,Absnt
S00039,20/02/2025,Arabic,Excused
S00040,28/03/2024,Arabic,Late
S00041,14/09/2024,Arabic,Left Early
S00041,12/10/2024,Arabic,Late
S00041,06/12/2024,Arabic,Late
S00041,21/07/2024,Arabic,Late
S00042,16/10/2024,Arabic,Present
S00042,29/06/2024,Arabic,Present
S00042,28/09/2024,Arabic,Late
S00042,04/10/2024,Arabic,Left Early
S00042,09/04/2024,Arabic,Late
S00042,12/02/2025,Arabic,Late
S00042,11/10/2024,Arabic,Left Early
S00043,23/01/2025,Arabic,Excused
S00043,24/05/2024,Arabic,Excused
S00043,30/09/2024,Arabic,Present
S00043,28/03/2024,Arabic,Present
S00044,21/10/2024,Arabic,Late
S00044,11/05/2024,Arabic,Present
S00044,24/05/2024,Arabic,Excused
S00044,07/12/2024,Arabic,Absnt
S00044,09/02/2025,Arabic,Absent
S00045,21/01/2025,Arabic,Late
S00045,19/04/2024,Arabic,Late
S00045,05/09/2024,Arabic,Left Early
S00045,26/05/2024,Arabic,Absent
S00046,01/10/2024,Arabic,Absnt
S00046,10/02/2025,Arabic,Left Early
S00046,14/12/2024,Arabic,Excused
S00046,13/12/2024,Arabic,Excused
S00047,03/11/2024,Arabic,Present
S00047,28/05/2024,Arabic,Absent
S00047,17/10/2024,Arabic,Present
S00047,28/08/2024,Arabic,Absent
S00047,07/02/2025,Arabic,Left Early
S00048,17/11/2024,Arabic,Left Early
S00048,27/03/2024,Arabic,Left Early
S00048,13/06/2024,Arabic,Absent
S00048,12/01/2025,Arabic,Present
S00048,22/12/2024,Arabic,Excused
S00048,11/09/2024,Arabic,Absnt
S00048,17/07/2024,Arabic,Present
S00049,24/01/2025,Arabic,Late
S00049,07/12/2024,Arabic,Present
S00049,03/04/2024,Arabic,Late
S00049,23/05/2024,Arabic,Late
S00049,07/06/2024,Arabic,Absent
S00049,12/10/2024,Arabic,Late
S00049,12/01/2025,Arabic,Present
S00049,04/04/2024,Arabic,Absnt
S00049,29/11/2024,Arabic,Present
S00049,26/02/2025,Arabic,Absent
S00050,04/02/2025,Arabic,Left Early
S00050,19/07/2024,Arabic,Present
S00050,05/03/2025,Arabic,Absent
S00050,19/02/2025,Arabic,Absnt
S00051,16/02/2025,Arabic,Absnt
S00051,04/06/2024,Arabic,Left Early
S00051,16/07/2024,Arabic,Late
S00051,18/10/2024,Arabic,Late
S00051,20/04/2024,Arabic,Left Early
S00051,17/01/2025,Arabic,Present
S00051,14/08/2024,Arabic,Absent
S00051,11/12/2024,Arabic,Left Early
S00051,07/04/2024,Arabic,Late
S00051,17/04/2024,Arabic,Absent
S00051,01/12/2024,Arabic,Left Early
S00051,14/02/2025,Arabic,Present
S00051,21/07/2024,Arabic,Absent
S00052,20/01/2025,Arabic,Excused
S00052,27/04/2024,Arabic,Absent
S00052,06/08/2024,Arabic,Late
S00052,09/05/2024,Arabic,Late
S00052,27/06/2024,Arabic,Left Early
S00053,25/01/2025,Arabic,Present
S00053,10/06/2024,Arabic,Present
S00053,17/12/2024,Arabic,Present
S00053,03/03/2025,Arabic,Absent
S00053,26/10/2024,Arabic,Late
S00053,13/07/2024,Arabic,Absnt
S00053,11/05/2024,Arabic,Excused
S00054,02/03/2025,Arabic,Present
S00054,02/07/2024,Arabic,Absnt
S00054,17/12/2024,Arabic,Absent
S00054,04/06/2024,Arabic,Absnt
S00054,20/02/2025,Arabic,Absnt
S00054,24/02/2025,Arabic,Absnt
S00054,08/08/2024,Arabic,Late
S00054,06/05/2024,Arabic,Absent
S00055,18/10/2024,Arabic,Absent
S00055,19/09/2024,Arabic,Absent
S00055,16/08/2024,Arabic,Present
S00055,06/08/2024,Arabic,Late
S00056,06/06/2024,Arabic,Late
S00056,24/05/2024,Arabic,Present
S00056,30/12/2024,Arabic,Left Early
S00057,30/07/2024,Arabic,Left Early
S00057,06/12/2024,Arabic,Absnt
S00057,08/04/2024,Arabic,Late
S00057,11/07/2024,Arabic,Excused
S00057,14/06/2024,Arabic,Absnt
S00057,22/03/2024,Arabic,Late
S00057,10/03/2024,Arabic,Excused
S00057,30/01/2025,Arabic,Left Early
S00057,24/09/2024,Arabic,Absnt
S00058,16/06/2024,Arabic,Absnt
S00058,27/11/2024,Arabic,Present
S00058,14/06/2024,Arabic,Present
S00059,05/04/2024,Arabic,Present
S00059,06/01/2025,Arabic,Excused
S00059,09/02/2025,Arabic,Excused
S00059,29/11/2024,Arabic,Late
S00059,05/12/2024,Arabic,Absnt
S00059,15/01/2025,Arabic,Present
S00060,10/10/2024,Arabic,Late
S00060,30/11/2024,Arabic,Excused
S00061,23/10/2024,Arabic,Late
S00061,10/01/2025,Arabic,Late
S00061,19/06/2024,Arabic,Excused
S00061,14/01/2025,Arabic,Present
S00061,11/12/2024,Arabic,Absnt
S00062,03/10/2024,Arabic,Excused
S00062,16/09/2024,Arabic,Absnt
S00062,02/05/2024,Arabic,Absnt
S00062,24/06/2024,Arabic,Absent
S00063,07/10/2024,Arabic,Absnt
S00063,21/10/2024,Arabic,Present
S00063,13/02/2025,Arabic,Excused
S00063,08/09/2024,Arabic,Late
S00064,22/07/2024,Arabic,Late
S00064,21/10/2024,Arabic,Excused
S00064,27/09/2024,Arabic,Present
S00064,23/08/2024,Arabic,Excused
S00064,21/10/2024,Arabic,Absent
S00064,08/02/2025,Arabic,Absent
S00064,22/02/2025,Arabic,Left Early
S00065,08/04/2024,Arabic,Absent
S00065,25/06/2024,Arabic,Absnt
S00065,25/02/2025,Arabic,Left Early
S00066,25/02/2025,Arabic,Excused
S00066,31/05/2024,Arabic,Absnt
S00066,18/05/2024,Arabic,Late
S00066,27/08/2024,Arabic,Absent
S00067,06/07/2024,Arabic,Left Early
S00067,20/11/2024,Arabic,Late
S00067,13/10/2024,Arabic,Left Early
S00068,15/12/2024,Arabic,Absnt
S00068,25/06/2024,Arabic,Absent
S00068,11/03/2024,Arabic,Late
S00068,13/10/2024,Arabic,Absnt
S00069,04/04/2024,Arabic,Absent
S00069,04/05/2024,Arabic,Present
S00069,14/06/2024,Arabic,Left Early
S00069,29/03/2024,Arabic,Left Early
S00069,01/09/2024,Arabic,Excused
S00070,20/06/2024,Arabic,Excused
S00070,08/06/2024,Arabic,Left Early
S00070,04/08/2024,Arabic,Present
S00070,03/01/2025,Arabic,Late
S00070,30/01/2025,Arabic,Absnt
S00070,06/03/2025,Arabic,Late
S00071,27/01/2025,Arabic,Left Early
S00071,21/08/2024,Arabic,Excused
S00071,13/01/2025,Arabic,Late
S00071,03/07/2024,Arabic,Late
S00072,07/12/2024,Arabic,Present
S00073,21/01/2025,Arabic,Late
S00073,02/05/2024,Arabic,Absent
S00073,22/06/2024,Arabic,Absnt
S00073,22/12/2024,Arabic,Absent
S00074,15/02/2025,Arabic,Present
S00074,10/11/2024,Arabic,Present
S00074,10/11/2024,Arabic,Left Early
S00074,01/11/2024,Arabic,Left Early
S00074,02/10/2024,Arabic,Excused
S00074,19/03/2024,Arabic,Absent
S00074,21/06/2024,Arabic,Late
S00074,23/07/2024,Arabic,Excused
S00075,07/10/2024,Arabic,Left Early
S00075,30/06/2024,Arabic,Late
S00076,11/04/2024,Arabic,Present
S00076,17/10/2024,Arabic,Late
S00076,27/09/2024,Arabic,Present
S00076,01/06/2024,Arabic,Excused
S00076,26/04/2024,Arabic,Absnt
S00076,22/11/2024,Arabic,Left Early
S00076,18/08/2024,Arabic,Present
S00077,23/06/2024,Arabic,Absnt
S00077,19/10/2024,Arabic,Absnt
S00077,28/07/2024,Arabic,Absnt
S00078,25/12/2024,Arabic,Late
S00078,08/11/2024,Arabic,Excused
S00078,08/07/2024,Arabic,Absnt
S00078,07/02/2025,Arabic,Present
S00079,17/03/2024,Arabic,Absent
S00079,15/08/2024,Arabic,Excused
S00080,23/10/2024,Arabic,Excused
S00080,29/05/2024,Arabic,Left Early
S00080,24/04/2024,Arabic,Left Early
S00080,27/07/2024,Arabic,Left Early
S00080,26/11/2024,Arabic,Absent
S00080,30/04/2024,Arabic,Present
S00080,07/10/2024,Arabic,Absent
S00080,16/01/2025,Arabic,Left Early
S00081,16/07/2024,Arabic,Late
S00081,20/10/2024,Arabic,Present
S00081,29/08/2024,Arabic,Absnt
S00081,25/08/2024,Arabic,Absnt
S00081,22/06/2024,Arabic,Absnt
S00082,25/02/2025,Arabic,Absent
S00082,03/07/2024,Arabic,Absent
S00082,23/04/2024,Arabic,Present
S00082,26/04/2024,Arabic,Present
S00082,02/12/2024,Arabic,Left Early
S00082,10/02/2025,Arabic,Late
S00082,03/12/2024,Arabic,Late
S00082,18/06/2024,Arabic,Present
S00082,31/05/2024,Arabic,Left Early
S00082,22/09/2024,Arabic,Left Early
S00083,01/02/2025,Arabic,Late
S00083,06/11/2024,Arabic,Present
S00083,20/04/2024,Arabic,Absent
S00083,10/07/2024,Arabic,Absent
S00083,09/03/2024,Arabic,Late
S00083,19/06/2024,Arabic,Left Early
S00084,02/08/2024,Arabic,Absent
S00085,18/04/2024,Arabic,Present
S00085,24/09/2024,Arabic,Excused
S00085,08/12/2024,Arabic,Excused
S00085,24/07/2024,Arabic,Excused
S00085,18/12/2024,Arabic,Present
S00085,22/07/2024,Arabic,Present
S00085,31/05/2024,Arabic,Absent
S00085,10/05/2024,Arabic,Present
S00085,13/02/2025,Arabic,Late
S00086,09/08/2024,Arabic,Late
S00086,20/06/2024,Arabic,Absnt
S00087,25/11/2024,Arabic,Present
S00087,30/07/2024,Arabic,Late
S00087,29/12/2024,Arabic,Absnt
S00087,14/10/2024,Arabic,Present
S00087,01/04/2024,Arabic,Present
S00087,12/05/2024,Arabic,Absent
S00087,22/01/2025,Arabic,Excused
S00087,10/03/2024,Arabic,Absent
S00088,30/09/2024,Arabic,Absent
S00088,28/04/2024,Arabic,Late
S00088,05/06/2024,Arabic,Absent
S00088,19/10/2024,Arabic,Absent
S00088,09/08/2024,Arabic,Late
S00088,19/07/2024,Arabic,Absnt
S00088,29/08/2024,Arabic,Present
S00088,17/05/2024,Arabic,Absnt
S00089,13/03/2024,Arabic,Absent
S00089,08/09/2024,Arabic,Absent
S00089,11/08/2024,Arabic,Excused
S00090,15/06/2024,Arabic,Present
S00090,09/10/2024,Arabic,Late
S00090,17/06/2024,Arabic,Absnt
S00091,15/10/2024,Arabic,Present
S00091,30/07/2024,Arabic,Absent
S00092,23/03/2024,Arabic,Excused
S00092,01/12/2024,Arabic,Absnt
S00092,13/04/2024,Arabic,Present
S00092,04/12/2024,Arabic,Absnt
S00092,30/05/2024,Arabic,Excused
S00093,25/07/2024,Arabic,Excused
S00093,02/12/2024,Arabic,Absnt
S00093,12/12/2024,Arabic,Present
S00093,09/04/2024,Arabic,Absnt
S00093,12/12/2024,Arabic,Absnt
S00094,23/09/2024,Arabic,Excused
S00094,02/09/2024,Arabic,Absent
S00095,02/01/2025,Arabic,Absnt
S00095,10/02/2025,Arabic,Late
S00095,30/09/2024,Arabic,Absnt
S00095,29/01/2025,Arabic,Absent
S00096,25/05/2024,Arabic,Present
S00096,23/07/2024,Arabic,Absent
S00096,26/07/2024,Arabic,Late
S00097,25/09/2024,Arabic,Late
S00097,09/06/2024,Arabic,Absnt
S00097,12/06/2024,Arabic,Excused
S00097,10/12/2024,Arabic,Late
S00098,24/08/2024,Arabic,Absent
S00098,20/01/2025,Arabic,Excused
S00098,13/08/2024,Arabic,Late
S00099,31/12/2024,Arabic,Present
S00099,28/01/2025,Arabic,Late
S00099,24/04/2024,Arabic,Absent
S00099,25/03/2024,Arabic,Left Early
S00099,11/11/2024,Arabic,Late
S00099,27/07/2024,Arabic,Absnt
S00100,15/06/2024,Arabic,Present
S00100,25/01/2025,Arabic,Present
S00100,08/09/2024,Arabic,Present
S00100,01/07/2024,Arabic,Present
S00100,23/06/2024,Arabic,Late
S00100,22/12/2024,Arabic,Absent
S00100,20/09/2024,Arabic,Absent
S00100,23/08/2024,Arabic,Excused
S00100,27/01/2025,Arabic,Absent
S00100,19/06/2024,Arabic,Absent
S00100,02/04/2024,Arabic,Present
S00101,27/10/2024,Arabic,Absent
S00101,16/07/2024,Arabic,Late
S00101,26/03/2024,Arabic,Late
S00101,25/03/2024,Arabic,Present
S00101,23/07/2024,Arabic,Excused
S00101,22/09/2024,Arabic,Absent
S00101,28/06/2024,Arabic,Absent
S00101,27/10/2024,Arabic,Absnt
S00101,16/12/2024,Arabic,Present
S00101,07/12/2024,Arabic,Present
S00101,13/08/2024,Arabic,Present
S00101,19/09/2024,Arabic,Absnt
S00101,20/12/2024,Arabic,Present
S00102,12/12/2024,Arabic,Late
S00102,15/05/2024,Arabic,Absent
S00102,24/11/2024,Arabic,Left Early
S00103,03/02/2025,Arabic,Left Early
S00103,03/07/2024,Arabic,Excused
S00103,24/12/2024,Arabic,Late
S00103,09/03/2024,Arabic,Late
S00103,24/08/2024,Arabic,Excused
S00103,23/03/2024,Arabic,Late
S00103,26/04/2024,Arabic,Late
S00103,03/02/2025,Arabic,Present
S00103,31/05/2024,Arabic,Excused
S00104,12/04/2024,Arabic,Absent
S00104,12/11/2024,Arabic,Present
S00104,18/05/2024,Arabic,Absent
S00104,16/06/2024,Arabic,Excused
S00104,15/11/2024,Arabic,Present
S00104,08/02/2025,Arabic,Late
S00104,06/06/2024,Arabic,Absnt
S00105,31/03/2024,Arabic,Late
S00105,27/12/2024,Arabic,Late
S00105,04/12/2024,Arabic,Excused
S00105,03/06/2024,Arabic,Absent
S00105,29/11/2024,Arabic,Left Early
S00106,15/07/2024,Arabic,Absnt
S00106,11/12/2024,Arabic,Present
S00106,13/12/2024,Arabic,Absnt
S00106,30/04/2024,Arabic,Excused
S00106,13/09/2024,Arabic,Late
S00106,17/07/2024,Arabic,Absent
S00107,24/12/2024,Arabic,Excused
S00107,24/06/2024,Arabic,Present
S00107,27/08/2024,Arabic,Present
S00107,02/11/2024,Arabic,Absnt
S00108,20/12/2024,Arabic,Late
S00108,10/09/2024,Arabic,Absnt
S00108,14/10/2024,Arabic,Present
S00108,19/08/2024,Arabic,Late
S00108,24/12/2024,Arabic,Absent
S00108,16/12/2024,Arabic,Absnt
S00108,22/08/2024,Arabic,Absent
S00108,02/04/2024,Arabic,Present
S00108,05/02/2025,Arabic,Present
S00108,29/10/2024,Arabic,Late
S00108,27/12/2024,Arabic,Excused
S00109,14/03/2024,Arabic,Left Early
S00109,01/11/2024,Arabic,Late
S00109,15/11/2024,Arabic,Present
S00109,05/02/2025,Arabic,Absent
S00109,25/03/2024,Arabic,Present
S00109,17/08/2024,Arabic,Late
S00109,14/06/2024,Arabic,Present
S00110,23/09/2024,Arabic,Present
S00110,22/09/2024,Arabic,Excused
S00110,29/09/2024,Arabic,Late
S00110,21/01/2025,Arabic,Late
S00110,15/10/2024,Arabic,Absnt
S00111,02/10/2024,Arabic,Excused
S00111,20/06/2024,Arabic,Late
S00111,18/05/2024,Arabic,Late
S00111,16/12/2024,Arabic,Present
S00112,29/10/2024,Arabic,Late
S00112,27/06/2024,Arabic,Present
S00113,27/01/2025,Arabic,Excused
S00113,18/11/2024,Arabic,Absnt
S00113,23/05/2024,Arabic,Present
S00113,15/05/2024,Arabic,Late
S00113,09/01/2025,Arabic,Late
S00113,29/12/2024,Arabic,Present
S00113,24/03/2024,Arabic,Absent
S00114,18/06/2024,Arabic,Left Early
S00114,31/03/2024,Arabic,Absent
S00114,06/01/2025,Arabic,Present
S00114,10/08/2024,Arabic,Absnt
S00114,11/04/2024,Arabic,Late
S00115,30/10/2024,Arabic,Absnt
S00116,27/10/2024,Arabic,Absent
S00116,26/07/2024,Arabic,Left Early
S00116,03/08/2024,Arabic,Excused
S00116,05/11/2024,Arabic,Late
S00117,21/10/2024,Arabic,Left Early
S00117,10/12/2024,Arabic,Absnt
S00117,13/04/2024,Arabic,Absnt
S00117,02/06/2024,Arabic,Present
S00117,23/03/2024,Arabic,Present
S00118,12/09/2024,Arabic,Late
S00118,29/05/2024,Arabic,Late
S00118,04/05/2024,Arabic,Late
S00118,23/01/2025,Arabic,Late
S00118,14/07/2024,Arabic,Late
S00119,10/04/2024,Arabic,Absnt
S00119,11/12/2024,Arabic,Excused
S00119,29/08/2024,Arabic,Excused
S00119,26/05/2024,Arabic,Late
S00119,24/01/2025,Arabic,Left Early
S00120,09/05/2024,Arabic,Present
S00120,23/01/2025,Arabic,Absent
S00120,08/03/2025,Arabic,Present
S00120,13/01/2025,Arabic,Late
S00120,07/04/2024,Arabic,Late
S00120,15/08/2024,Arabic,Late
S00121,22/12/2024,Arabic,Present
S00121,13/09/2024,Arabic,Present
S00121,21/05/2024,Arabic,Left Early
S00121,03/09/2024,Arabic,Present
S00121,03/10/2024,Arabic,Late
S00121,05/04/2024,Arabic,Late
S00121,05/12/2024,Arabic,Excused
S00121,01/09/2024,Arabic,Late
S00121,09/03/2025,Arabic,Left Early
S00122,10/09/2024,Arabic,Late
S00122,30/06/2024,Arabic,Left Early
S00122,26/10/2024,Arabic,Present
S00122,15/05/2024,Arabic,Late
S00122,02/05/2024,Arabic,Absnt
S00122,09/06/2024,Arabic,Excused
S00122,17/07/2024,Arabic,Late
S00122,06/05/2024,Arabic,Absnt
S00123,27/04/2024,Arabic,Late
S00124,14/04/2024,Arabic,Absnt
S00124,21/01/2025,Arabic,Present
S00124,18/09/2024,Arabic,Late
S00124,22/05/2024,Arabic,Absent
S00124,29/04/2024,Arabic,Left Early
S00124,22/12/2024,Arabic,Present
S00124,18/05/2024,Arabic,Absnt
S00125,25/03/2024,Arabic,Present
S00125,06/04/2024,Arabic,Late
S00125,14/05/2024,Arabic,Absent
S00125,19/05/2024,Arabic,Left Early
S00125,14/01/2025,Arabic,Late
S00125,04/12/2024,Arabic,Present
S00126,04/08/2024,Arabic,Present
S00126,22/06/2024,Arabic,Present
S00126,23/01/2025,Arabic,Left Early
S00126,08/03/2025,Arabic,Left Early
S00126,16/06/2024,Arabic,Excused
S00127,07/08/2024,Arabic,Late
S00127,30/05/2024,Arabic,Late
S00127,09/12/2024,Arabic,Excused
S00127,02/08/2024,Arabic,Late
S00127,06/05/2024,Arabic,Absnt
S00127,25/10/2024,Arabic,Late
S00127,14/05/2024,Arabic,Late
S00127,29/03/2024,Arabic,Late
S00128,25/05/2024,Arabic,Left Early
S00128,15/08/2024,Arabic,Late
S00129,15/07/2024,Arabic,Present
S00129,21/05/2024,Arabic,Late
S00129,14/07/2024,Arabic,Absent
S00129,13/04/2024,Arabic,Absnt
S00129,20/09/2024,Arabic,Left Early
S00129,03/12/2024,Arabic,Left Early
S00129,05/12/2024,Arabic,Absnt
S00129,18/06/2024,Arabic,Absent
S00130,13/05/2024,Arabic,Excused
S00130,04/05/2024,Arabic,Late
S00130,15/04/2024,Arabic,Excused
S00130,28/03/2024,Arabic,Absent
S00131,18/01/2025,Arabic,Late
S00131,15/01/2025,Arabic,Late
S00131,07/09/2024,Arabic,Late
S00131,09/08/2024,Arabic,Late
S00132,08/12/2024,Arabic,Present
S00132,07/12/2024,Arabic,Present
S00132,05/11/2024,Arabic,Left Early
S00132,16/05/2024,Arabic,Late
S00132,23/11/2024,Arabic,Present
