Student_ID,Date,Subject,Attendance_Status
S00017,21/08/2024,Math,Left Early
S00017,12/05/2024,Math,Late
S00017,14/07/2024,Math,Present
S00017,25/11/2024,Math,Absent
S00017,14/05/2024,Math,Late
S00017,27/12/2024,Math,Present
S00018,21/03/2024,Math,Absent
S00018,25/11/2024,Math,Present
S00018,08/07/2024,Math,Excused
S00018,22/10/2024,Math,Left Early
S00018,13/08/2024,Math,Excused
S00018,12/02/2025,Math,Late
S00018,25/05/2024,Math,Absnt
S00018,06/12/2024,Math,Absnt
S00019,21/09/2024,Math,Present
S00019,02/08/2024,Math,Present
S00019,20/02/2025,Math,Left Early
S00020,17/10/2024,Math,Left Early
S00020,04/01/2025,Math,Excused
S00020,24/07/2024,Math,Late
S00020,13/10/2024,Math,Late
S00020,14/05/2024,Math,Present
S00021,03/08/2024,Math,Late
S00021,14/09/2024,Math,Late
S00021,24/04/2024,Math,Present
S00021,07/07/2024,Math,Late
S00021,11/07/2024,Math,Absnt
S00021,18/07/2024,Math,Present
S00022,04/05/2024,Math,Excused
S00023,14/12/2024,Math,Late
S00023,17/08/2024,Math,Absent
S00024,02/07/2024,Math,Present
S00024,09/12/2024,Math,Present
S00024,30/03/2024,Math,Absent
S00025,04/06/2024,Math,Excused
S00025,23/03/2024,Math,Late
S00026,24/06/2024,Math,Late
S00027,18/07/2024,Math,Excused
S00027,25/12/2024,Math,Absent
S00027,15/08/2024,Math,Left Early
S00027,26/08/2024,Math,Late
S00027,10/10/2024,Math,Present
S00027,09/03/2024,Math,Late
S00027,27/04/2024,Math,Excused
S00027,03/12/2024,Math,Present
S00028,01/07/2024,Math,Present
S00028,23/12/2024,Math,Excused
S00028,26/11/2024,Math,Late
S00028,28/08/2024,Math,Absnt
S00029,31/05/2024,Math,Late
S00029,19/10/2024,Math,Excused
S00029,25/06/2024,Math,Excused
S00029,24/02/2025,Math,Present
S00029,25/08/2024,Math,Late
S00030,08/11/2024,Math,Present
S00030,25/01/2025,Math,Late
S00030,03/08/2024,Math,Left Early
S00030,18/01/2025,Math,Absent
S00030,26/10/2024,Math,Late
S00031,24/11/2024,Math,Left Early
S00031,11/02/2025,Math,Absent
S00031,21/10/2024,Math,Present
S00031,14/09/2024,Math,Late
S00031,23/06/2024,Math,Present
S00032,22/08/2024,Math,Left Early
S00032,15/05/2024,Math,Present
S00032,21/08/2024,Math,Left Early
S00032,01/01/2025,Math,Late
S00033,11/09/2024,Math,Late
S00033,17/01/2025,Math,Excused
S00034,10/08/2024,Math,Left Early
S00034,30/01/2025,Math,Absent
S00034,03/08/2024,Math,Absnt
S00034,09/04/2024,Math,Late
S00034,23/07/2024,Math,Late
S00035,23/10/2024,Math,Left Early
S00035,21/04/2024,Math,Late
S00035,02/12/2024,Math,Absent
S00035,16/08/2024,Math,Left Early
S00036,30/03/2024,Math,Left Early
S00036,14/06/2024,Math,Late
S00036,15/05/2024,Math,Left Early
S00036,29/12/2024,Math,Present
S00037,25/04/2024,Math,Left Early
S00037,07/02/2025,Math,Excused
S00037,15/07/2024,Math,Present
S00037,06/11/2024,Math,Late
S00038,12/09/2024,Math,Present
S00038,10/01/2025,Math,Left Early
S00038,20/08/2024,Math,Absent
S00038,15/05/2024,Math,Present
S00038,14/06/2024,Math,Late
S00038,22/01/2025,Math,Excused
S00038,24/05/2024,Math,Excused
S00039,12/10/2024,Math,Present
S00039,26/01/2025,Math,Absnt
S00039,30/04/2024,Math,Absent
S00040,07/03/2025,Math,Absent
S00040,06/09/2024,Math,Left Early
S00040,12/10/2024,Math,Absent
S00040,27/04/2024,Math,Left Early
S00040,23/01/2025,Math,Late
S00040,03/04/2024,Math,Present
S00040,01/04/2024,Math,Absent
S00041,29/05/2024,Math,Absnt
S00041,14/11/2024,Math,Left Early
S00041,09/10/2024,Math,Absnt
S00042,07/06/2024,Math,Late
S00042,23/12/2024,Math,Excused
S00042,25/10/2024,Math,Late
S00042,28/08/2024,Math,Present
S00043,22/02/2025,Math,Late
S00043,29/09/2024,Math,Absnt
S00043,05/03/2025,Math,Late
S00043,22/06/2024,Math,Absnt
S00043,07/07/2024,Math,Excused
S00043,01/06/2024,Math,Absent
S00044,18/02/2025,Math,Left Early
S00044,02/04/2024,Math,Absnt
S00044,11/06/2024,Math,Late
S00044,27/04/2024,Math,Late
S00044,05/01/2025,Math,Absent
S00044,24/03/2024,Math,Late
S00044,29/06/2024,Math,Absnt
S00045,01/09/2024,Math,Left Early
S00045,30/06/2024,Math,Present
S00045,06/02/2025,Math,Excused
S00045,29/03/2024,Math,Absnt
S00045,01/11/2024,Math,Present
S00046,14/07/2024,Math,Absent
S00046,14/06/2024,Math,Absent
S00046,22/03/2024,Math,Absent
S00046,05/02/2025,Math,Present
S00046,04/09/2024,Math,Late
S00046,18/11/2024,Math,Excused
S00046,27/01/2025,Math,Excused
S00047,24/01/2025,Math,Present
S00047,02/01/2025,Math,Present
S00047,14/08/2024,Math,Absent
S00047,19/10/2024,Math,Late
S00047,19/01/2025,Math,Absent
S00047,06/12/2024,Math,Absent
S00047,28/01/2025,Math,Late
S00048,09/02/2025,Math,Absent
S00048,25/03/2024,Math,Excused
S00049,25/08/2024,Math,Present
S00049,06/12/2024,Math,Absent
S00049,01/05/2024,Math,Present
S00049,11/02/2025,Math,Absent
S00049,01/10/2024,Math,Late
S00049,17/12/2024,Math,Late
S00049,08/06/2024,Math,Present
S00049,23/05/2024,Math,Present
S00050,11/11/2024,Math,Excused
S00050,07/09/2024,Math,Present
S00050,16/11/2024,Math,Present
S00050,09/12/2024,Math,Late
S00051,06/06/2024,Math,Present
S00051,16/06/2024,Math,Absent
S00052,02/03/2025,Math,Late
S00052,08/04/2024,Math,Present
S00052,06/12/2024,Math,Excused
S00052,22/06/2024,Math,Absent
S00053,25/08/2024,Math,Present
S00054,25/07/2024,Math,Late
S00054,14/03/2024,Math,Absent
S00054,03/12/2024,Math,Absnt
S00054,18/03/2024,Math,Absnt
S00054,26/12/2024,Math,Absent
S00054,17/04/2024,Math,Absnt
S00054,13/11/2024,Math,Present
S00054,31/10/2024,Math,Late
S00055,06/05/2024,Math,Absent
S00055,26/12/2024,Math,Present
S00055,06/05/2024,Math,Left Early
S00055,26/08/2024,Math,Present
S00055,12/06/2024,Math,Present
S00055,28/08/2024,Math,Absnt
S00055,08/10/2024,Math,Left Early
S00055,30/10/2024,Math,Late
S00056,28/11/2024,Math,Present
S00056,30/09/2024,Math,Late
S00056,28/04/2024,Math,Absnt
S00056,01/05/2024,Math,Left Early
S00057,18/08/2024,Math,Absent
S00057,08/07/2024,Math,Left Early
S00057,08/09/2024,Math,Late
S00057,19/10/2024,Math,Late
S00058,30/05/2024,Math,Left Early
S00058,07/02/2025,Math,Present
S00058,27/07/2024,Math,Absnt
S00059,30/08/2024,Math,Late
S00059,10/04/2024,Math,Present
S00059,19/01/2025,Math,Absnt
S00060,23/01/2025,Math,Present
S00060,03/09/2024,Math,Absent
S00060,06/10/2024,Math,Excused
S00060,02/04/2024,Math,Late
S00060,04/02/2025,Math,Excused
S00060,02/01/2025,Math,Late
S00060,20/03/2024,Math,Left Early
S00060,09/12/2024,Math,Late
S00061,02/08/2024,Math,Present
S00061,17/04/2024,Math,Late
S00061,21/05/2024,Math,Absent
S00061,19/07/2024,Math,Late
S00062,18/01/2025,Math,Left Early
S00062,22/06/2024,Math,Late
S00062,09/04/2024,Math,Left Early
S00062,30/05/2024,Math,Late
S00063,01/06/2024,Math,Present
S00063,20/10/2024,Math,Late
S00063,08/08/2024,Math,Excused
S00063,21/01/2025,Math,Excused
S00063,16/09/2024,Math,Absent
S00063,21/09/2024,Math,Left Early
S00063,17/02/2025,Math,Excused
S00064,21/03/2024,Math,Absent
S00064,08/10/2024,Math,Left Early
S00064,12/12/2024,Math,Present
S00064,30/04/2024,Math,Absnt
S00065,02/05/2024,Math,Left Early
S00065,10/07/2024,Math,Present
S00065,04/08/2024,Math,Absent
S00065,11/06/2024,Math,Present
S00065,12/08/2024,Math,Late
S00065,08/01/2025,Math,Present
S00066,16/12/2024,Math,Present
S00066,16/07/2024,Math,Absnt
S00066,01/02/2025,Math,Late
S00066,10/08/2024,Math,Present
S00066,04/03/2025,Math,Present
S00066,21/10/2024,Math,Absnt
S00066,16/09/2024,Math,Left Early
S00066,02/11/2024,Math,Present
S00067,07/06/2024,Math,Absnt
S00067,14/01/2025,Math,Late
S00067,27/12/2024,Math,Left Early
S00067,02/11/2024,Math,Present
S00068,07/04/2024,Math,Excused
S00068,04/09/2024,Math,Absnt
S00068,17/07/2024,Math,Left Early
S00068,09/06/2024,Math,Left Early
S00068,20/11/2024,Math,Left Early
S00068,10/09/2024,Math,Left Early
S00069,23/01/2025,Math,Late
S00069,10/04/2024,Math,Left Early
S00070,05/04/2024,Math,Absent
S00070,09/05/2024,Math,Left Early
S00070,21/02/2025,Math,Left Early
S00071,29/05/2024,Math,Late
S00071,23/11/2024,Math,Excused
S00071,10/08/2024,Math,Excused
S00071,25/01/2025,Math,Absent
S00071,02/01/2025,Math,Absnt
S00072,03/10/2024,Math,Absent
S00072,16/09/2024,Math,Absent
S00072,10/09/2024,Math,Absnt
S00072,26/11/2024,Math,Absent
S00072,12/11/2024,Math,Late
S00073,23/07/2024,Math,Left Early
S00073,15/06/2024,Math,Excused
S00073,05/05/2024,Math,Excused
S00073,04/11/2024,Math,Present
S00073,04/10/2024,Math,Excused
S00074,24/10/2024,Math,Excused
S00074,22/12/2024,Math,Excused
S00075,23/08/2024,Math,Present
S00075,22/10/2024,Math,Present
S00075,10/05/2024,Math,Late
S00075,03/02/2025,Math,Absent
S00076,10/11/2024,Math,Excused
S00076,14/10/2024,Math,Excused
S00076,14/02/2025,Math,Left Early
S00076,07/10/2024,Math,Late
S00076,02/03/2025,Math,Absent
S00076,23/07/2024,Math,Left Early
S00076,14/09/2024,Math,Left Early
S00077,20/12/2024,Math,Excused
S00077,01/09/2024,Math,Present
S00077,02/03/2025,Math,Present
S00077,29/04/2024,Math,Present
S00078,15/09/2024,Math,Late
S00078,28/10/2024,Math,Left Early
S00078,14/02/2025,Math,Absent
S00078,14/04/2024,Math,Excused
S00079,25/04/2024,Math,Present
S00079,06/02/2025,Math,Late
S00079,12/09/2024,Math,Absent
S00079,29/10/2024,Math,Late
S00079,21/05/2024,Math,Absnt
S00079,08/01/2025,Math,Present
S00080,07/11/2024,Math,Present
S00080,17/12/2024,Math,Present
S00080,11/04/2024,Math,Absnt
S00080,08/03/2025,Math,Present
S00081,04/03/2025,Math,Absent
S00081,03/03/2025,Math,Late
S00081,07/04/2024,Math,Late
S00081,16/08/2024,Math,Absnt
S00081,03/07/2024,Math,Absnt
S00081,19/06/2024,Math,Left Early
S00081,02/10/2024,Math,Late
S00081,08/02/2025,Math,Left Early
S00082,09/03/2024,Math,Absnt
S00082,29/08/2024,Math,Present
S00083,25/10/2024,Math,Present
S00083,05/06/2024,Math,Absent
S00083,06/02/2025,Math,Present
S00083,24/01/2025,Math,Left Early
S00083,31/03/2024,Math,Present
S00084,01/12/2024,Math,Absent
S00084,19/10/2024,Math,Late
S00084,12/03/2024,Math,Present
S00084,02/10/2024,Math,Late
S00085,05/06/2024,Math,Late
S00085,21/12/2024,Math,Late
S00085,17/07/2024,Math,Excused
S00085,12/05/2024,Math,Excused
S00085,14/11/2024,Math,Absent
S00085,28/01/2025,Math,Late
S00085,18/02/2025,Math,Present
S00085,14/07/2024,Math,Present
S00086,27/09/2024,Math,Absnt
S00086,08/05/2024,Math,Absnt
S00086,21/03/2024,Math,Left Early
S00086,29/08/2024,Math,Late
S00086,02/09/2024,Math,Absnt
S00087,07/12/2024,Math,Present
S00087,04/03/2025,Math,Left Early
S00087,02/01/2025,Math,Absent
S00087,28/08/2024,Math,Present
S00088,04/03/2025,Math,Absnt
S00088,02/10/2024,Math,Excused
S00088,21/08/2024,Math,Absnt
S00088,02/02/2025,Math,Excused
S00088,29/04/2024,Math,Left Early
S00088,14/06/2024,Math,Late
S00088,18/10/2024,Math,Absent
S00089,10/01/2025,Math,Present
S00089,30/08/2024,Math,Late
S00089,11/01/2025,Math,Late
S00089,13/01/2025,Math,Absent
S00089,07/06/2024,Math,Left Early
S00089,04/02/2025,Math,Excused
S00089,07/11/2024,Math,Left Early
S00089,23/03/2024,Math,Absnt
S00090,31/05/2024,Math,Left Early
S00090,14/04/2024,Math,Excused
S00090,17/05/2024,Math,Present
S00091,06/06/2024,Math,Late
S00091,08/08/2024,Math,Present
S00091,29/03/2024,Math,Left Early
S00092,10/01/2025,Math,Left Early
S00092,13/02/2025,Math,Absnt
S00092,01/05/2024,Math,Absent
S00092,13/01/2025,Math,Present
S00092,23/07/2024,Math,Absnt
S00092,14/06/2024,Math,Excused
S00093,15/09/2024,Math,Late
S00093,31/07/2024,Math,Present
S00093,05/11/2024,Math,Absent
S00093,30/12/2024,Math,Absnt
S00093,03/07/2024,Math,Absnt
S00093,02/02/2025,Math,Excused
S00094,10/02/2025,Math,Absent
S00094,10/06/2024,Math,Absnt
S00094,23/10/2024,Math,Left Early
S00094,12/11/2024,Math,Present
S00094,03/03/2025,Math,Present
S00094,21/12/2024,Math,Present
S00094,18/12/2024,Math,Present
S00094,09/06/2024,Math,Excused
S00094,20/04/2024,Math,Absent
S00095,01/05/2024,Math,Present
S00095,07/06/2024,Math,Excused
S00095,21/10/2024,Math,Late
S00095,05/05/2024,Math,Absent
S00095,30/01/2025,Math,Late
S00095,24/04/2024,Math,Late
S00096,26/03/2024,Math,Late
S00096,15/10/2024,Math,Left Early
S00096,11/05/2024,Math,Late
S00096,27/12/2024,Math,Present
S00097,09/01/2025,Math,Present
S00097,20/08/2024,Math,Present
S00097,03/06/2024,Math,Present
S00097,14/06/2024,Math,Left Early
S00097,04/08/2024,Math,Left Early
S00098,07/05/2024,Math,Absnt
S00098,30/06/2024,Math,Late
S00098,23/11/2024,Math,Excused
S00098,02/03/2025,Math,Late
S00098,23/03/2024,Math,Present
S00099,11/03/2024,Math,Absent
S00099,19/10/2024,Math,Present
S00099,04/02/2025,Math,Absnt
S00099,03/11/2024,Math,Absent
S00099,11/01/2025,Math,Excused
S00099,16/06/2024,Math,Present
S00099,02/06/2024,Math,Late
S00099,01/12/2024,Math,Left Early
S00099,03/03/2025,Math,Present
S00100,17/01/2025,Math,Late
S00100,21/08/2024,Math,Late
S00101,09/06/2024,Math,Absnt
S00101,27/10/2024,Math,Late
S00101,05/08/2024,Math,Absnt
S00101,15/07/2024,Math,Absent
S00101,28/01/2025,Math,Present
S00101,03/02/2025,Math,Excused
S00101,07/10/2024,Math,Excused
S00101,20/04/2024,Math,Excused
S00102,13/11/2024,Math,Late
S00103,25/10/2024,Math,Late
S00103,04/12/2024,Math,Excused
S00103,27/04/2024,Math,Present
S00103,21/09/2024,Math,Present
S00103,15/09/2024,Math,Left Early
S00103,09/03/2024,Math,Absnt
S00103,24/03/2024,Math,Left Early
S00103,02/04/2024,Math,Late
S00103,17/02/2025,Math,Late
S00103,01/07/2024,Math,Present
S00104,12/04/2024,Math,Excused
S00104,23/08/2024,Math,Absnt
S00104,10/10/2024,Math,Left Early
S00104,25/09/2024,Math,Excused
S00104,01/11/2024,Math,Late
S00105,22/11/2024,Math,Excused
S00105,04/11/2024,Math,Left Early
S00106,22/05/2024,Math,Present
S00106,02/04/2024,Math,Late
S00106,14/08/2024,Math,Present
S00106,09/04/2024,Math,Late
S00106,05/09/2024,Math,Late
S00106,16/01/2025,Math,Absent
S00106,22/04/2024,Math,Present
S00107,13/04/2024,Math,Absnt
S00107,02/04/2024,Math,Excused
S00107,11/09/2024,Math,Present
S00107,18/01/2025,Math,Excused
S00107,05/01/2025,Math,Absent
S00107,09/01/2025,Math,Present
S00107,03/12/2024,Math,Absnt
S00107,10/12/2024,Math,Late
S00108,17/02/2025,Math,Present
S00108,28/06/2024,Math,Left Early
S00108,16/07/2024,Math,Excused
S00108,07/07/2024,Math,Left Early
S00108,08/09/2024,Math,Absnt
S00108,13/04/2024,Math,Absent
S00108,12/12/2024,Math,Late
S00108,04/04/2024,Math,Left Early
S00108,22/05/2024,Math,Late
S00108,26/02/2025,Math,Late
S00109,19/08/2024,Math,Absnt
S00109,17/03/2024,Math,Late
S00109,10/01/2025,Math,Present
S00109,22/04/2024,Math,Left Early
S00109,29/04/2024,Math,Left Early
S00109,17/11/2024,Math,Left Early
S00110,22/04/2024,Math,Absnt
S00110,11/03/2024,Math,Absent
S00110,09/12/2024,Math,Excused
S00110,20/09/2024,Math,Excused
S00110,11/01/2025,Math,Late
S00111,05/02/2025,Math,Late
S00111,25/02/2025,Math,Late
S00111,07/05/2024,Math,Excused
S00111,18/09/2024,Math,Left Early
S00111,30/07/2024,Math,Present
S00112,20/02/2025,Math,Late
S00112,24/01/2025,Math,Present
S00112,14/03/2024,Math,Absent
S00112,03/09/2024,Math,Excused
S00113,25/06/2024,Math,Present
S00113,05/07/2024,Math,Absent
S00113,20/02/2025,Math,Left Early
S00113,30/12/2024,Math,Excused
S00113,02/08/2024,Math,Excused
S00114,07/12/2024,Math,Excused
S00114,13/04/2024,Math,Absnt
S00114,02/11/2024,Math,Absnt
S00114,06/08/2024,Math,Late
S00114,18/03/2024,Math,Excused
S00114,30/11/2024,Math,Present
S00114,07/09/2024,Math,Excused
S00114,03/08/2024,Math,Late
S00115,08/11/2024,Math,Late
S00115,23/02/2025,Math,Absnt
S00115,02/09/2024,Math,Late
S00116,24/07/2024,Math,Excused
S00116,23/10/2024,Math,Absnt
S00116,22/02/2025,Math,Left Early
S00117,15/01/2025,Math,Excused
S00117,16/11/2024,Math,Present
S00117,08/04/2024,Math,Left Early
S00117,28/07/2024,Math,Present
S00118,14/09/2024,Math,Excused
S00118,13/03/2024,Math,Late
S00118,31/07/2024,Math,Late
S00118,13/01/2025,Math,Left Early
S00119,07/10/2024,Math,Left Early
S00119,31/12/2024,Math,Absnt
S00119,09/09/2024,Math,Excused
S00119,25/01/2025,Math,Present
S00119,22/08/2024,Math,Present
S00120,31/03/2024,Math,Late
S00120,30/05/2024,Math,Late
S00120,06/06/2024,Math,Late
S00120,08/04/2024,Math,Late
S00120,14/05/2024,Math,Absnt
S00120,20/06/2024,Math,Late
S00120,17/04/2024,Math,Present
S00120,26/08/2024,Math,Excused
S00120,02/06/2024,Math,Present
S00120,26/07/2024,Math,Late
S00121,22/04/2024,Math,Late
S00121,22/04/2024,Math,Present
S00121,08/02/2025,Math,Present
S00121,03/10/2024,Math,Left Early
S00122,02/08/2024,Math,Late
S00122,24/08/2024,Math,Absent
S00122,18/09/2024,Math,Absent
S00122,19/09/2024,Math,Absent
S00122,07/02/2025,Math,Late
S00122,15/06/2024,Math,Excused
S00122,09/03/2025,Math,Present
S00122,26/05/2024,Math,Present
S00122,19/02/2025,Math,Absnt
S00123,27/03/2024,Math,Present
S00123,13/06/2024,Math,Left Early
S00123,29/05/2024,Math,Left Early
S00123,17/11/2024,Math,Present
S00123,07/04/2024,Math,Late
S00124,05/02/2025,Math,Present
S00124,08/03/2025,Math,Left Early
S00124,21/11/2024,Math,Absent
S00125,25/04/2024,Math,Late
S00125,21/04/2024,Math,Absent
S00125,17/01/2025,Math,Late
S00125,03/09/2024,Math,Present
S00126,22/08/2024,Math,Absnt
S00126,17/01/2025,Math,Left Early
S00126,12/01/2025,Math,Left Early
S00127,14/04/2024,Math,Absent
S00127,20/06/2024,Math,Absnt
S00127,24/08/2024,Math,Late
S00127,02/12/2024,Math,Present
S00127,20/10/2024,Math,Late
S00127,31/08/2024,Math,Late
S00127,31/12/2024,Math,Left Early
S00127,02/12/2024,Math,Excused
S00128,26/11/2024,Math,Present
S00128,24/03/2024,Math,Excused
S00128,18/09/2024,Math,Left Early
S00128,14/01/2025,Math,Absent
S00128,26/01/2025,Math,Excused
S00128,13/03/2024,Math,Excused
S00128,17/10/2024,Math,Late
S00128,17/10/2024,Math,Late
S00129,10/03/2024,Math,Present
S00129,18/05/2024,Math,Excused
S00129,22/03/2024,Math,Present
S00129,15/07/2024,Math,Present
S00130,01/04/2024,Math,Absnt
S00130,16/09/2024,Math,Late
S00130,14/08/2024,Math,Absnt
S00130,21/02/2025,Math,Absnt
S00130,21/02/2025,Math,Excused
S00130,09/07/2024,Math,Left Early
S00130,21/07/2024,Math,Late
S00131,13/09/2024,Math,Absent
S00131,09/07/2024,Math,Late
S00131,24/08/2024,Math,Late
S00131,22/06/2024,Math,Late
S00131,11/07/2024,Math,Present
S00132,11/12/2024,Math,Present
S00132,03/05/2024,Math,Present
S00132,06/12/2024,Math,Absnt
S00132,25/06/2024,Math,Absnt
S00132,16/01/2025,Math,Absnt
S00132,28/08/2024,Math,Absent
S00133,03/05/2024,Math,Late
S00133,26/11/2024,Math,Left Early
S00133,15/03/2024,Math,Late
S00133,26/09/2024,Math,Present
S00133,25/10/2024,Math,Present
S00134,19/12/2024,Math,Late
S00134,07/07/2024,Math,Present
S00134,26/09/2024,Math,Present
S00134,07/08/2024,Math,Excused
S00134,06/06/2024,Math,Late
S00134,05/11/2024,Math,Present
S00134,14/08/2024,Math,Present
S00135,28/06/2024,Math,Absent
S00135,02/09/2024,Math,Absnt
S00135,30/12/2024,Math,Excused
S00135,05/07/2024,Math,Absent
S00135,07/05/2024,Math,Late
S00135,12/12/2024,Math,Left Early
S00136,30/11/2024,Math,Present
S00136,15/08/2024,Math,Absent
S00136,08/12/2024,Math,Excused
S00136,15/12/2024,Math,Present
S00136,24/04/2024,Math,Absent
S00136,13/02/2025,Math,Late
S00136,18/10/2024,Math,Left Early
S00137,09/09/2024,Math,Absnt
S00137,17/03/2024,Math,Left Early
S00137,15/06/2024,Math,Present
S00137,23/01/2025,Math,Absnt
S00137,27/10/2024,Math,Late
S00138,20/07/2024,Math,Present
S00138,20/07/2024,Math,Absent
S00138,07/06/2024,Math,Excused
S00138,16/08/2024,Math,Absent
S00138,18/03/2024,Math,Excused
S00138,11/02/2025,Math,Excused
S00138,29/05/2024,Math,Absent
S00138,23/12/2024,Math,Late
S00138,31/12/2024,Math,Absnt
S00138,09/04/2024,Math,Late
S00139,02/11/2024,Math,Present
S00139,12/07/2024,Math,Late
S00139,17/04/2024,Math,Late
S00139,05/03/2025,Math,Left Early
S00141,28/11/2024,Math,Late
S00141,12/07/2024,Math,Present
S00141,29/08/2024,Math,Present
S00142,13/06/2024,Math,Late
S00142,08/09/2024,Math,Absent
S00142,03/12/2024,Math,Left Early
S00142,07/06/2024,Math,Absnt
S00142,15/12/2024,Math,Absnt
S00143,26/03/2024,Math,Present
S00143,19/11/2024,Math,Absnt
S00143,11/10/2024,Math,Present
S00143,16/08/2024,Math,Late
S00143,06/06/2024,Math,Absent
S00143,11/02/2025,Math,Late
S00143,14/05/2024,Math,Present
S00144,30/04/2024,Math,Absnt
S00144,07/04/2024,Math,Absnt
S00144,25/02/2025,Math,Absent
S00144,04/12/2024,Math,Late
S00144,05/05/2024,Math,Present
S00144,19/11/2024,Math,Late
S00144,27/06/2024,Math,Late
S00145,22/04/2024,Math,Late
S00145,27/01/2025,Math,Absent
S00145,13/01/2025,Math,Absnt
S00145,24/04/2024,Math,Late
S00145,15/08/2024,Math,Excused
S00146,23/05/2024,Math,Late
S00146,08/07/2024,Math,Present
S00146,13/04/2024,Math,Left Early
S00146,16/11/2024,Math,Present
S00146,16/10/2024,Math,Present
S00146,17/02/2025,Math,Late
S00146,20/12/2024,Math,Late
S00147,26/10/2024,Math,Excused
S00147,17/11/2024,Math,Left Early
S00147,07/03/2025,Math,Absnt
S00148,02/03/2025,Math,Late
S00148,03/07/2024,Math,Present
S00148,02/09/2024,Math,Absent
S00148,10/09/2024,Math,Late
S00148,25/09/2024,Math,Excused
S00148,31/05/2024,Math,Absnt
S00148,13/10/2024,Math,Excused
S00149,09/06/2024,Math,Late
S00149,02/08/2024,Math,Absent
S00149,01/07/2024,Math,Present
S00149,23/11/2024,Math,Present
S00149,20/02/2025,Math,Left Early
S00149,23/12/2024,Math,Absnt
S00149,13/01/2025,Math,Absnt
S00149,13/03/2024,Math,Left Early
S00149,09/03/2024,Math,Present
S00149,07/04/2024,Math,Absnt
S00150,13/11/2024,Math,Late
S00150,04/04/2024,Math,Excused
S00150,30/03/2024,Math,Present
S00150,25/08/2024,Math,Left Early
S00150,18/07/2024,Math,Late
S00151,06/07/2024,Math,Absnt
S00151,05/08/2024,Math,Absnt
S00151,02/09/2024,Math,Present
S00151,11/11/2024,Math,Late
S00152,10/10/2024,Math,Present
S00152,30/06/2024,Math,Late
S00152,16/11/2024,Math,Absnt
S00152,13/05/2024,Math,Present
S00152,16/02/2025,Math,Left Early
S00152,31/08/2024,Math,Left Early
S00153,19/08/2024,Math,Absent
S00153,11/04/2024,Math,Absent
S00153,12/11/2024,Math,Late
S00153,24/10/2024,Math,Late
S00153,03/07/2024,Math,Absnt
S00153,05/04/2024,Math,Present
S00153,21/11/2024,Math,Absnt
S00154,13/07/2024,Math,Absnt
S00154,18/02/2025,Math,Excused
S00154,23/08/2024,Math,Absnt
S00154,15/08/2024,Math,Absnt
