Student_ID,Date,Subject,Attendance_Status
S00026,30/03/2024,Geography,Absent
S00026,17/07/2024,Geography,Late
S00026,13/09/2024,Geography,Left Early
S00026,04/02/2025,Geography,Present
S00027,07/01/2025,Geography,Excused
S00027,26/06/2024,Geography,Excused
S00027,08/05/2024,Geography,Excused
S00027,24/02/2025,Geography,Present
S00027,20/01/2025,Geography,Absent
S00027,31/05/2024,Geography,Present
S00027,06/01/2025,Geography,Present
S00027,24/02/2025,Geography,Left Early
S00028,17/07/2024,Geography,Present
S00028,22/09/2024,Geography,Late
S00028,09/04/2024,Geography,Present
S00028,07/04/2024,Geography,Present
S00029,18/03/2024,Geography,Absnt
S00029,17/04/2024,Geography,Late
S00029,22/01/2025,Geography,Present
S00029,02/01/2025,Geography,Absent
S00029,21/07/2024,Geography,Present
S00030,16/05/2024,Geography,Present
S00030,13/03/2024,Geography,Late
S00030,07/02/2025,Geography,Late
S00030,16/09/2024,Geography,Present
S00031,30/09/2024,Geography,Present
S00031,30/11/2024,Geography,Left Early
S00031,04/12/2024,Geography,Present
S00032,25/11/2024,Geography,Absnt
S00032,27/01/2025,Geography,Late
S00032,23/02/2025,Geography,Late
S00032,14/05/2024,Geography,Late
S00032,06/10/2024,Geography,Late
S00033,21/01/2025,Geography,Late
S00033,25/03/2024,Geography,Left Early
S00033,24/10/2024,Geography,Present
S00033,11/07/2024,Geography,Left Early
S00033,23/10/2024,Geography,Excused
S00034,03/04/2024,Geography,Absnt
S00034,31/12/2024,Geography,Present
S00034,20/10/2024,Geography,Present
S00034,04/12/2024,Geography,Absent
S00034,02/03/2025,Geography,Present
S00034,05/11/2024,Geography,Late
S00035,26/04/2024,Geography,Present
S00035,07/03/2025,Geography,Excused
S00035,15/02/2025,Geography,Late
S00035,10/10/2024,Geography,Absent
S00035,15/03/2024,Geography,Present
S00035,23/12/2024,Geography,Present
S00035,30/01/2025,Geography,Present
S00036,17/10/2024,Geography,Present
S00036,12/04/2024,Geography,Absnt
S00036,05/06/2024,Geography,Present
S00036,04/10/2024,Geography,Late
S00036,30/09/2024,Geography,Late
S00036,09/04/2024,Geography,Absnt
S00037,04/07/2024,Geography,Excused
S00037,05/02/2025,Geography,Excused
S00037,02/09/2024,Geography,Left Early
S00037,17/12/2024,Geography,Late
S00037,04/05/2024,Geography,Left Early
S00037,28/03/2024,Geography,Left Early
S00037,08/01/2025,Geography,Late
S00037,16/10/2024,Geography,Late
S00037,11/07/2024,Geography,Present
S00037,27/07/2024,Geography,Late
S00037,16/05/2024,Geography,Absent
S00038,31/01/2025,Geography,Late
S00038,10/09/2024,Geography,Excused
S00039,23/02/2025,Geography,Absnt
S00039,11/09/2024,Geography,Late
S00039,08/07/2024,Geography,Absnt
S00039,07/11/2024,Geography,Late
S00039,24/06/2024,Geography,Left Early
S00039,28/02/2025,Geography,Excused
S00039,18/07/2024,Geography,Present
S00040,18/02/2025,Geography,Excused
S00040,21/12/2024,Geography,Excused
S00040,11/09/2024,Geography,Present
S00040,30/12/2024,Geography,Left Early
S00041,05/07/2024,Geography,Present
S00041,10/07/2024,Geography,Late
S00041,25/06/2024,Geography,Late
S00041,12/02/2025,Geography,Absent
S00041,23/10/2024,Geography,Absnt
S00041,29/08/2024,Geography,Present
S00041,11/02/2025,Geography,Late
S00041,16/05/2024,Geography,Present
S00042,02/10/2024,Geography,Left Early
S00042,19/09/2024,Geography,Present
S00042,26/07/2024,Geography,Present
S00042,30/05/2024,Geography,Excused
S00042,29/09/2024,Geography,Present
S00042,01/12/2024,Geography,Absnt
S00042,22/09/2024,Geography,Present
S00042,03/02/2025,Geography,Left Early
S00043,19/08/2024,Geography,Present
S00043,02/10/2024,Geography,Left Early
S00043,15/05/2024,Geography,Absnt
S00043,25/04/2024,Geography,Present
S00043,01/03/2025,Geography,Late
S00043,01/07/2024,Geography,Excused
S00043,25/06/2024,Geography,Left Early
S00044,13/06/2024,Geography,Absent
S00044,18/05/2024,Geography,Excused
S00044,19/06/2024,Geography,Late
S00045,14/11/2024,Geography,Present
S00045,03/05/2024,Geography,Late
S00045,03/03/2025,Geography,Excused
S00045,09/02/2025,Geography,Absent
S00045,30/03/2024,Geography,Late
S00045,09/03/2025,Geography,Late
S00046,17/02/2025,Geography,Absent
S00046,22/06/2024,Geography,Present
S00047,10/09/2024,Geography,Left Early
S00047,20/08/2024,Geography,Present
S00047,07/06/2024,Geography,Absent
S00047,04/02/2025,Geography,Excused
S00047,11/08/2024,Geography,Present
S00048,08/12/2024,Geography,Present
S00048,11/08/2024,Geography,Present
S00048,29/12/2024,Geography,Late
S00048,24/08/2024,Geography,Late
S00048,07/02/2025,Geography,Late
S00048,10/06/2024,Geography,Left Early
S00049,27/07/2024,Geography,Excused
S00049,14/04/2024,Geography,Excused
S00049,28/03/2024,Geography,Present
S00049,21/12/2024,Geography,Late
S00049,10/05/2024,Geography,Excused
S00050,25/03/2024,Geography,Late
S00050,15/01/2025,Geography,Late
S00050,15/08/2024,Geography,Absnt
S00051,20/12/2024,Geography,Left Early
S00051,12/04/2024,Geography,Present
S00052,15/11/2024,Geography,Left Early
S00052,05/08/2024,Geography,Left Early
S00053,06/08/2024,Geography,Present
S00053,21/02/2025,Geography,Late
S00053,17/08/2024,Geography,Present
S00054,15/11/2024,Geography,Absnt
S00054,12/03/2024,Geography,Excused
S00054,18/07/2024,Geography,Absent
S00054,06/01/2025,Geography,Late
S00054,06/01/2025,Geography,Present
S00055,31/03/2024,Geography,Present
S00055,18/11/2024,Geography,Late
S00055,26/04/2024,Geography,Excused
S00055,12/11/2024,Geography,Late
S00055,12/03/2024,Geography,Late
S00055,18/03/2024,Geography,Absent
S00055,16/06/2024,Geography,Excused
S00055,22/03/2024,Geography,Present
S00056,17/01/2025,Geography,Left Early
S00056,21/10/2024,Geography,Absent
S00056,28/11/2024,Geography,Excused
S00056,17/01/2025,Geography,Late
S00056,28/05/2024,Geography,Absnt
S00056,21/06/2024,Geography,Present
S00056,15/05/2024,Geography,Absnt
S00056,11/03/2024,Geography,Left Early
S00057,14/04/2024,Geography,Late
S00057,14/05/2024,Geography,Left Early
S00057,10/12/2024,Geography,Absnt
S00058,24/07/2024,Geography,Late
S00058,02/07/2024,Geography,Absent
S00058,25/01/2025,Geography,Late
S00058,01/05/2024,Geography,Absent
S00059,04/05/2024,Geography,Left Early
S00059,23/03/2024,Geography,Present
S00059,28/01/2025,Geography,Left Early
S00060,10/06/2024,Geography,Present
S00060,31/12/2024,Geography,Present
S00060,16/02/2025,Geography,Absent
S00060,07/11/2024,Geography,Absnt
S00060,19/07/2024,Geography,Present
S00060,12/05/2024,Geography,Late
S00061,31/05/2024,Geography,Present
S00061,27/06/2024,Geography,Present
S00061,14/02/2025,Geography,Late
S00062,15/08/2024,Geography,Present
S00062,17/07/2024,Geography,Absnt
S00062,19/12/2024,Geography,Present
S00062,12/01/2025,Geography,Absent
S00062,24/11/2024,Geography,Late
S00062,20/03/2024,Geography,Late
S00062,03/09/2024,Geography,Late
S00062,07/02/2025,Geography,Late
S00062,26/09/2024,Geography,Late
S00063,01/12/2024,Geography,Late
S00063,02/12/2024,Geography,Absnt
S00063,02/08/2024,Geography,Present
S00063,05/10/2024,Geography,Present
S00063,03/03/2025,Geography,Late
S00063,28/12/2024,Geography,Late
S00063,06/12/2024,Geography,Left Early
S00064,16/03/2024,Geography,Present
S00064,08/08/2024,Geography,Excused
S00064,12/05/2024,Geography,Excused
S00064,14/05/2024,Geography,Present
S00064,01/09/2024,Geography,Absnt
S00065,07/03/2025,Geography,Excused
S00065,01/09/2024,Geography,Absent
S00065,08/03/2025,Geography,Late
S00065,16/08/2024,Geography,Excused
S00065,14/09/2024,Geography,Present
S00065,25/08/2024,Geography,Absent
S00066,10/12/2024,Geography,Present
S00066,07/12/2024,Geography,Late
S00066,04/03/2025,Geography,Excused
S00066,03/10/2024,Geography,Excused
S00066,07/12/2024,Geography,Present
S00066,20/04/2024,Geography,Present
S00066,04/04/2024,Geography,Excused
S00067,02/02/2025,Geography,Left Early
S00067,14/06/2024,Geography,Excused
S00067,29/07/2024,Geography,Absnt
S00067,18/11/2024,Geography,Present
S00067,08/04/2024,Geography,Absnt
S00068,14/09/2024,Geography,Late
S00068,27/03/2024,Geography,Absnt
S00068,29/12/2024,Geography,Late
S00068,15/04/2024,Geography,Late
S00068,31/05/2024,Geography,Present
S00068,08/10/2024,Geography,Late
S00068,30/05/2024,Geography,Late
S00068,17/10/2024,Geography,Late
S00068,22/01/2025,Geography,Late
S00068,06/07/2024,Geography,Present
S00069,25/08/2024,Geography,Left Early
S00069,14/09/2024,Geography,Left Early
S00069,13/08/2024,Geography,Present
S00069,06/02/2025,Geography,Left Early
S00069,26/09/2024,Geography,Left Early
S00069,30/12/2024,Geography,Left Early
S00069,07/06/2024,Geography,Late
S00070,04/03/2025,Geography,Present
S00070,10/01/2025,Geography,Late
S00070,06/01/2025,Geography,Present
S00070,24/03/2024,Geography,Excused
S00071,10/03/2024,Geography,Absnt
S00071,21/05/2024,Geography,Late
S00071,21/05/2024,Geography,Present
S00071,11/05/2024,Geography,Absent
S00071,22/02/2025,Geography,Late
S00072,02/03/2025,Geography,Absent
S00072,06/07/2024,Geography,Late
S00072,03/07/2024,Geography,Excused
S00072,06/12/2024,Geography,Absnt
S00072,11/11/2024,Geography,Absent
S00072,20/01/2025,Geography,Left Early
S00072,01/04/2024,Geography,Excused
S00073,29/12/2024,Geography,Absnt
S00073,02/04/2024,Geography,Absent
S00073,07/06/2024,Geography,Late
S00074,30/08/2024,Geography,Left Early
S00074,17/04/2024,Geography,Left Early
S00074,09/03/2024,Geography,Present
S00074,07/01/2025,Geography,Present
S00074,11/02/2025,Geography,Late
S00074,28/09/2024,Geography,Absnt
S00074,04/05/2024,Geography,Present
S00074,29/09/2024,Geography,Absnt
S00075,04/09/2024,Geography,Absnt
S00075,29/12/2024,Geography,Absent
S00075,27/10/2024,Geography,Present
S00075,26/03/2024,Geography,Present
S00075,12/12/2024,Geography,Late
S00075,03/08/2024,Geography,Present
S00076,13/05/2024,Geography,Left Early
S00076,05/07/2024,Geography,Excused
S00076,30/11/2024,Geography,Present
S00076,24/03/2024,Geography,Late
S00076,24/01/2025,Geography,Left Early
S00076,24/11/2024,Geography,Late
S00077,18/02/2025,Geography,Left Early
S00077,16/08/2024,Geography,Left Early
S00077,31/05/2024,Geography,Absent
S00077,20/11/2024,Geography,Absent
S00078,16/05/2024,Geography,Left Early
S00078,07/03/2025,Geography,Present
S00078,12/10/2024,Geography,Present
S00080,24/07/2024,Geography,Left Early
S00080,29/08/2024,Geography,Late
S00080,06/08/2024,Geography,Present
S00080,19/08/2024,Geography,Late
S00080,17/04/2024,Geography,Left Early
S00080,27/09/2024,Geography,Excused
S00080,15/09/2024,Geography,Present
S00081,05/06/2024,Geography,Left Early
S00081,05/07/2024,Geography,Absnt
S00081,17/08/2024,Geography,Left Early
S00082,05/07/2024,Geography,Present
S00082,13/02/2025,Geography,Late
S00082,04/02/2025,Geography,Absent
S00082,05/01/2025,Geography,Present
S00082,09/09/2024,Geography,Excused
S00082,29/01/2025,Geography,Present
S00082,08/07/2024,Geography,Left Early
S00082,25/04/2024,Geography,Excused
S00083,23/12/2024,Geography,Excused
S00083,28/06/2024,Geography,Late
S00083,19/10/2024,Geography,Late
S00083,27/10/2024,Geography,Present
S00084,28/07/2024,Geography,Late
S00084,04/04/2024,Geography,Late
S00084,27/12/2024,Geography,Late
S00084,23/04/2024,Geography,Absnt
S00084,16/07/2024,Geography,Absnt
S00084,19/01/2025,Geography,Excused
S00084,25/09/2024,Geography,Late
S00085,09/06/2024,Geography,Left Early
S00085,04/09/2024,Geography,Late
S00085,10/06/2024,Geography,Present
S00085,27/08/2024,Geography,Absent
S00085,19/01/2025,Geography,Late
S00085,19/04/2024,Geography,Excused
S00086,15/10/2024,Geography,Late
S00086,14/10/2024,Geography,Late
S00086,18/06/2024,Geography,Absnt
S00086,03/08/2024,Geography,Left Early
S00086,13/08/2024,Geography,Absnt
S00086,19/01/2025,Geography,Present
S00086,19/06/2024,Geography,Absnt
S00086,15/10/2024,Geography,Absnt
S00087,07/04/2024,Geography,Late
S00087,22/04/2024,Geography,Left Early
S00087,18/10/2024,Geography,Present
S00087,11/10/2024,Geography,Absent
S00087,18/12/2024,Geography,Late
S00087,13/08/2024,Geography,Late
S00087,09/08/2024,Geography,Absnt
S00088,17/08/2024,Geography,Excused
S00088,19/07/2024,Geography,Excused
S00088,08/01/2025,Geography,Late
S00088,18/10/2024,Geography,Late
S00088,23/06/2024,Geography,Left Early
S00089,19/01/2025,Geography,Present
S00089,11/10/2024,Geography,Present
S00089,19/03/2024,Geography,Absent
S00089,11/05/2024,Geography,Late
S00089,20/06/2024,Geography,Present
S00089,29/09/2024,Geography,Late
S00089,26/02/2025,Geography,Present
S00090,06/06/2024,Geography,Absnt
S00090,12/12/2024,Geography,Late
S00090,16/03/2024,Geography,Present
S00090,18/11/2024,Geography,Late
S00090,14/07/2024,Geography,Present
S00091,12/07/2024,Geography,Present
S00091,12/06/2024,Geography,Absnt
S00091,15/12/2024,Geography,Late
S00091,29/04/2024,Geography,Late
S00091,12/11/2024,Geography,Left Early
S00092,06/10/2024,Geography,Present
S00092,30/07/2024,Geography,Present
S00092,18/03/2024,Geography,Left Early
S00092,27/10/2024,Geography,Present
S00093,25/11/2024,Geography,Excused
S00093,16/11/2024,Geography,Present
S00093,09/11/2024,Geography,Left Early
S00093,02/04/2024,Geography,Absent
S00093,08/08/2024,Geography,Left Early
S00093,07/02/2025,Geography,Late
S00093,14/05/2024,Geography,Absnt
S00094,29/12/2024,Geography,Absent
S00094,09/03/2024,Geography,Excused
S00094,17/12/2024,Geography,Excused
S00095,27/09/2024,Geography,Present
S00095,10/03/2024,Geography,Excused
S00095,13/06/2024,Geography,Present
S00095,26/08/2024,Geography,Present
S00096,16/04/2024,Geography,Absnt
S00096,25/04/2024,Geography,Excused
S00096,23/01/2025,Geography,Present
S00096,21/05/2024,Geography,Absent
S00096,11/07/2024,Geography,Present
S00096,05/03/2025,Geography,Late
S00096,30/06/2024,Geography,Absnt
S00097,24/10/2024,Geography,Late
S00097,18/01/2025,Geography,Present
S00097,21/05/2024,Geography,Absent
S00097,30/06/2024,Geography,Present
S00097,16/11/2024,Geography,Present
S00097,01/06/2024,Geography,Absent
S00097,23/12/2024,Geography,Excused
S00098,20/04/2024,Geography,Present
S00098,07/12/2024,Geography,Present
S00098,18/06/2024,Geography,Late
S00098,23/12/2024,Geography,Absnt
S00099,02/03/2025,Geography,Absnt
S00099,27/11/2024,Geography,Late
S00099,15/08/2024,Geography,Late
S00099,27/04/2024,Geography,Left Early
S00099,28/08/2024,Geography,Present
S00100,06/10/2024,Geography,Absnt
S00100,24/12/2024,Geography,Absnt
S00100,07/07/2024,Geography,Absent
S00101,18/12/2024,Geography,Present
S00101,20/06/2024,Geography,Absent
S00101,22/12/2024,Geography,Absent
S00101,02/04/2024,Geography,Absnt
S00101,16/04/2024,Geography,Late
S00101,25/07/2024,Geography,Absent
S00101,30/05/2024,Geography,Excused
S00101,21/11/2024,Geography,Left Early
S00102,02/08/2024,Geography,Absent
S00102,13/04/2024,Geography,Present
S00102,21/04/2024,Geography,Absnt
S00102,25/03/2024,Geography,Late
S00103,23/07/2024,Geography,Left Early
S00103,22/06/2024,Geography,Late
S00103,27/12/2024,Geography,Left Early
S00103,21/12/2024,Geography,Late
S00103,29/06/2024,Geography,Left Early
S00103,10/12/2024,Geography,Absent
S00103,22/05/2024,Geography,Excused
S00104,16/01/2025,Geography,Absnt
S00104,08/02/2025,Geography,Late
S00104,27/09/2024,Geography,Late
S00104,24/05/2024,Geography,Late
S00104,03/07/2024,Geography,Late
S00104,15/03/2024,Geography,Late
S00105,21/11/2024,Geography,Excused
S00105,23/07/2024,Geography,Present
S00105,15/07/2024,Geography,Absnt
S00105,16/06/2024,Geography,Present
S00105,22/07/2024,Geography,Late
S00105,06/02/2025,Geography,Left Early
S00105,29/09/2024,Geography,Absnt
S00105,24/02/2025,Geography,Excused
S00106,30/01/2025,Geography,Late
S00106,08/04/2024,Geography,Present
S00106,10/09/2024,Geography,Late
S00106,31/10/2024,Geography,Left Early
S00106,30/12/2024,Geography,Absent
S00106,31/10/2024,Geography,Present
S00107,27/08/2024,Geography,Late
S00107,18/01/2025,Geography,Absent
S00108,10/05/2024,Geography,Left Early
S00108,17/08/2024,Geography,Absent
S00108,31/08/2024,Geography,Present
S00108,24/04/2024,Geography,Absnt
S00109,07/01/2025,Geography,Late
S00109,25/08/2024,Geography,Left Early
S00109,05/03/2025,Geography,Excused
S00109,06/01/2025,Geography,Left Early
S00109,24/12/2024,Geography,Late
S00109,12/10/2024,Geography,Absent
S00109,05/09/2024,Geography,Late
S00109,14/02/2025,Geography,Left Early
S00109,27/01/2025,Geography,Late
S00110,28/08/2024,Geography,Late
S00110,03/01/2025,Geography,Absent
S00110,28/12/2024,Geography,Present
S00110,20/07/2024,Geography,Present
S00110,28/09/2024,Geography,Late
S00110,14/12/2024,Geography,Absent
S00110,03/09/2024,Geography,Late
S00111,23/05/2024,Geography,Late
S00111,11/06/2024,Geography,Absnt
S00111,20/04/2024,Geography,Absent
S00112,25/01/2025,Geography,Present
S00112,09/12/2024,Geography,Excused
S00112,28/09/2024,Geography,Absent
S00112,03/06/2024,Geography,Excused
S00112,23/04/2024,Geography,Present
S00113,05/02/2025,Geography,Left Early
S00113,18/05/2024,Geography,Absent
S00113,31/10/2024,Geography,Present
S00113,07/09/2024,Geography,Present
S00113,09/02/2025,Geography,Present
S00113,29/12/2024,Geography,Excused
S00113,11/08/2024,Geography,Present
S00113,24/07/2024,Geography,Present
S00114,06/02/2025,Geography,Late
S00114,04/01/2025,Geography,Excused
S00114,16/07/2024,Geography,Late
S00115,12/04/2024,Geography,Late
S00115,21/10/2024,Geography,Late
S00115,13/11/2024,Geography,Excused
S00115,30/08/2024,Geography,Late
S00115,19/06/2024,Geography,Present
S00116,24/05/2024,Geography,Late
S00116,15/07/2024,Geography,Present
S00116,16/12/2024,Geography,Present
S00116,21/12/2024,Geography,Late
S00116,12/10/2024,Geography,Absent
S00116,12/12/2024,Geography,Late
S00116,25/07/2024,Geography,Late
S00116,13/09/2024,Geography,Late
S00117,08/12/2024,Geography,Present
S00117,22/04/2024,Geography,Absent
S00117,17/07/2024,Geography,Present
S00117,31/07/2024,Geography,Present
S00118,15/10/2024,Geography,Excused
S00118,07/06/2024,Geography,Present
S00119,04/07/2024,Geography,Late
S00119,09/11/2024,Geography,Excused
S00119,19/10/2024,Geography,Left Early
S00120,01/03/2025,Geography,Excused
S00120,12/07/2024,Geography,Excused
S00120,15/01/2025,Geography,Late
S00120,26/02/2025,Geography,Left Early
S00121,02/07/2024,Geography,Left Early
S00121,15/11/2024,Geography,Absnt
S00121,11/11/2024,Geography,Present
S00121,03/12/2024,Geography,Left Early
S00122,26/08/2024,Geography,Absnt
S00122,14/09/2024,Geography,Left Early
S00122,27/07/2024,Geography,Absnt
S00122,19/05/2024,Geography,Present
S00122,08/05/2024,Geography,Present
S00122,18/06/2024,Geography,Present
S00123,14/05/2024,Geography,Late
S00123,25/02/2025,Geography,Absnt
S00123,16/07/2024,Geography,Late
S00124,10/03/2024,Geography,Late
S00125,19/05/2024,Geography,Late
S00125,08/10/2024,Geography,Absent
S00126,18/03/2024,Geography,Late
S00126,04/11/2024,Geography,Present
S00126,23/05/2024,Geography,Left Early
S00126,21/03/2024,Geography,Late
S00126,20/06/2024,Geography,Excused
S00127,12/04/2024,Geography,Late
S00127,22/05/2024,Geography,Late
S00127,28/10/2024,Geography,Late
S00127,23/10/2024,Geography,Late
S00128,07/11/2024,Geography,Present
S00128,09/06/2024,Geography,Left Early
S00128,21/01/2025,Geography,Absnt
S00128,14/10/2024,Geography,Absnt
S00128,09/10/2024,Geography,Present
S00128,04/05/2024,Geography,Left Early
S00128,18/05/2024,Geography,Left Early
S00128,06/03/2025,Geography,Excused
S00128,11/12/2024,Geography,Present
S00129,16/05/2024,Geography,Present
S00129,15/09/2024,Geography,Absent
S00129,20/03/2024,Geography,Late
S00129,21/01/2025,Geography,Absnt
S00129,02/06/2024,Geography,Late
S00129,06/05/2024,Geography,Absent
S00129,19/03/2024,Geography,Late
S00129,01/12/2024,Geography,Present
S00129,13/10/2024,Geography,Present
S00129,14/07/2024,Geography,Absent
S00130,01/01/2025,Geography,Present
S00130,11/05/2024,Geography,Present
S00130,18/02/2025,Geography,Late
S00130,17/07/2024,Geography,Absnt
S00130,21/01/2025,Geography,Left Early
S00130,29/12/2024,Geography,Absnt
S00130,17/07/2024,Geography,Present
S00130,21/08/2024,Geography,Absnt
S00130,01/09/2024,Geography,Absent
S00130,30/09/2024,Geography,Absnt
S00131,23/01/2025,Geography,Absnt
S00131,18/09/2024,Geography,Late
S00131,09/11/2024,Geography,Excused
S00131,10/02/2025,Geography,Present
S00131,19/04/2024,Geography,Absnt
S00131,13/04/2024,Geography,Absnt
S00131,03/01/2025,Geography,Late
S00131,24/10/2024,Geography,Absent
S00132,20/12/2024,Geography,Absnt
S00132,31/10/2024,Geography,Absent
S00132,16/07/2024,Geography,Absent
S00132,20/08/2024,Geography,Absnt
S00132,09/05/2024,Geography,Late
S00133,19/07/2024,Geography,Present
S00133,18/12/2024,Geography,Late
S00134,22/04/2024,Geography,Present
S00134,08/12/2024,Geography,Absnt
S00134,27/10/2024,Geography,Late
S00134,02/11/2024,Geography,Present
S00134,19/09/2024,Geography,Absnt
S00134,31/10/2024,Geography,Excused
S00134,16/03/2024,Geography,Present
S00135,26/11/2024,Geography,Present
S00135,31/07/2024,Geography,Absnt
S00135,27/11/2024,Geography,Excused
S00135,07/09/2024,Geography,Present
S00135,20/04/2024,Geography,Absent
S00135,15/07/2024,Geography,Excused
S00135,28/10/2024,Geography,Absent
S00136,24/01/2025,Geography,Present
S00136,22/02/2025,Geography,Excused
S00136,15/10/2024,Geography,Late
S00136,01/03/2025,Geography,Present
S00136,23/04/2024,Geography,Left Early
S00136,27/09/2024,Geography,Present
S00136,29/01/2025,Geography,Late
S00136,25/07/2024,Geography,Left Early
S00137,31/10/2024,Geography,Left Early
S00137,05/07/2024,Geography,Late
S00137,05/07/2024,Geography,Absnt
S00137,12/02/2025,Geography,Late
S00137,09/10/2024,Geography,Absnt
S00137,14/02/2025,Geography,Excused
S00137,03/06/2024,Geography,Late
S00137,28/06/2024,Geography,Present
S00137,14/09/2024,Geography,Present
S00138,09/03/2024,Geography,Excused
S00138,21/04/2024,Geography,Present
S00138,19/06/2024,Geography,Late
S00138,25/07/2024,Geography,Absent
S00139,20/11/2024,Geography,Left Early
S00139,26/03/2024,Geography,Absnt
S00139,13/05/2024,Geography,Late
S00139,27/06/2024,Geography,Late
S00139,10/08/2024,Geography,Absnt
S00139,19/07/2024,Geography,Late
